ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls
2013-14,4,1,Jammu & Kashmir,101,KUPWARA,1386,0,0,0,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,102,BARAMULA,437,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,103,SRINAGAR,126,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,104,BADGAM,2611,0,0,0,0,0,0,0,0,0,0,0,2492,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,105,PULWAMA,528,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,106,ANANTNAG,868,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,107,LEH (LADAKH),12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,108,KARGIL,102,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,109,DODA,230,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,110,UDHAMPUR,66,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,111,PUNCH,1299,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,112,RAJAURI,1794,0,0,0,0,0,0,0,0,0,0,0,1487,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,113,JAMMU,130,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,114,KATHUA,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,115,SHOPIAN,213,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,116,BANDIPORA,498,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,117,KISHTWAR,191,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,118,RAMBAN,179,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,119,GANDERBAL,1170,0,0,0,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,120,KULGAM,804,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,121,REASI,29,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,1,Jammu & Kashmir,122,SAMBA,236,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,201,CHAMBA,92,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,202,KANGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,203,LAHUL & SPITI,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,204,KULLU,159,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,205,MANDI,1173,0,0,0,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,206,HAMIRPUR (H.P.),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,207,UNA,205,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,208,BILASPUR (H.P.),127,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,209,SOLAN,157,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,210,SIRMAUR,65,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,211,SHIMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,2,Himachal Pradesh,212,KINNAUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,301,GURDASPUR,638,0,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,302,AMRITSAR,636,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,303,KAPURTHALA,469,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,304,JALANDHAR,1740,0,0,0,0,0,0,0,0,0,0,0,1741,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,305,HOSHIARPUR,1735,0,0,0,0,0,0,0,0,0,0,0,1598,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,306,NAWANSHAHR,401,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,307,RUPNAGAR,530,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,308,FATEHGARH SAHIB,56,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,309,LUDHIANA,2867,0,0,0,0,0,0,0,0,0,0,0,2523,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,310,MOGA,230,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,311,FIROZPUR,752,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,312,MUKTSAR,420,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,313,FARIDKOT,83,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,314,BATHINDA,665,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,315,MANSA,608,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,316,SANGRUR,1015,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,317,PATIALA,1545,0,0,0,0,0,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,318,MOHALI,1077,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,319,TARAN TARAN,250,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,320,BARNALA,231,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,321,Fazilka,547,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,3,Punjab,322,PATHANKOT,479,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,4,Chandigarh,401,CHANDIGARH,14,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,501,UTTARKASHI ,1061,0,0,0,0,0,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,502,CHAMOLI,134,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,503,RUDRAPRAYAG,412,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,504,TEHRI GARHWAL,273,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,505,DEHRADUN,745,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,506,GARHWAL,158,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,507,PITHORAGARH,128,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,508,BAGESHWAR,23,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,509,ALMORA,54,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,510,CHAMPAWAT ,93,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,511,NAINITAL,127,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,512,UDHAM SINGH NAGAR,402,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,5,Uttarakhand,513,HARDWAR,824,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,601,PANCHKULA,393,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,602,AMBALA,1459,0,0,0,0,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,603,YAMUNANAGAR,1271,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,604,KURUKSHETRA,1436,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,605,KAITHAL,1706,0,0,0,0,0,0,0,0,0,0,0,1721,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,606,KARNAL,2327,0,0,0,0,0,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,607,PANIPAT,1783,0,0,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,608,SONIPAT,3351,0,0,0,0,0,0,0,0,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,609,JIND,2437,0,0,0,0,0,0,0,0,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,610,FATEHABAD,797,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,611,SIRSA,1484,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,612,HISAR,1801,0,0,0,0,0,0,0,0,0,0,0,1677,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,613,BHIWANI,3429,0,0,0,0,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,614,ROHTAK,1314,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,615,JHAJJAR,1019,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,616,MAHENDRAGARH,1798,0,0,0,0,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,617,REWARI,4159,0,0,0,0,0,0,0,0,0,0,0,3447,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,618,GURGAON,1161,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,619,FARIDABAD,413,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,620,MEWAT,717,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,6,Haryana,621,PALWAL,1383,0,0,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,701,NORTH WEST DELHI,904,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,702,NORTH DELHI,138,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,703,NORTH EAST DELHI,927,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,704,EAST DELHI,204,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,705,NEW DELHI,145,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,706,CENTRAL DELHI,76,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,707,WEST DELHI,767,0,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,708,SOUTH WEST DELHI,1256,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,7,Delhi,709,SOUTH DELHI,716,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,NA,NA,89,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,801,GANGANAGAR,4521,0,0,0,0,0,0,0,0,0,0,0,3397,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,802,HANUMANGARH,4683,0,0,0,0,0,0,0,0,0,0,0,3704,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,803,BIKANER,5784,0,0,0,0,0,0,0,0,0,0,0,4073,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,804,CHURU,9891,0,0,0,0,0,0,0,0,0,0,0,7678,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,805,JHUNJHUNU,8700,0,0,0,0,0,0,0,0,0,0,0,6781,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,806,ALWAR,18661,0,0,0,0,0,0,0,0,0,0,0,14105,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,807,BHARATPUR,591,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,808,DHAULPUR,2071,0,0,0,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,809,KARAULI,3762,0,0,0,0,0,0,0,0,0,0,0,2514,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,810,SAWAI MADHOPUR,2463,0,0,0,0,0,0,0,0,0,0,0,1701,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,811,Dausa,881,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,812,JAIPUR,18028,0,0,0,0,0,0,0,0,0,0,0,14055,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,813,SIKAR,24541,0,0,0,0,0,0,0,0,0,0,0,19945,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,814,NAGAUR,12350,0,0,0,0,0,0,0,0,0,0,0,8532,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,815,JODHPUR,14986,0,0,0,0,0,0,0,0,0,0,0,12134,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,816,JAISALMER,1186,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,817,BARMER,5075,0,0,0,0,0,0,0,0,0,0,0,2896,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,818,JALOR,1300,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,819,SIROHI,1053,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,820,PALI,4119,0,0,0,0,0,0,0,0,0,0,0,3307,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,821,AJMER,2595,0,0,0,0,0,0,0,0,0,0,0,1813,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,822,TONK,1425,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,823,BUNDI,807,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,824,BHILWARA,1516,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,825,RAJSAMAND,1251,0,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,826,UDAIPUR,2960,0,0,0,0,0,0,0,0,0,0,0,2228,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,827,DUNGARPUR,1518,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,828,BANSWARA,1426,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,829,CHITTAURGARH,1818,0,0,0,0,0,0,0,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,830,KOTA,3811,0,0,0,0,0,0,0,0,0,0,0,3206,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,831,BARAN,2924,0,0,0,0,0,0,0,0,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,832,JHALAWAR,794,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,8,Rajasthan,833,PRATAPGARH (RAJ.),535,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,901,SAHARANPUR,1256,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,902,MUZAFFARNAGAR,3192,0,0,0,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,903,BIJNOR,1944,0,0,0,0,0,0,0,0,0,0,0,1865,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,904,MORADABAD,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,905,RAMPUR,265,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,906,Jyotiba Phule Nagar (AMROHA),547,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,907,MEERUT,12,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,908,BAGHPAT,189,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,909,GHAZIABAD,1325,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,910,GAUTAM BUDDHA NAGAR,5245,0,0,0,0,0,0,0,0,0,0,0,3891,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,911,BULANDSHAHR,1370,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,912,ALIGARH,1099,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,913,HATHRAS,422,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,914,MATHURA,3394,0,0,0,0,0,0,0,0,0,0,0,3391,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,915,AGRA,2142,0,0,0,0,0,0,0,0,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,916,FIROZABAD,687,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,917,ETAH,2330,0,0,0,0,0,0,0,0,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,918,MAINPURI,4259,0,0,0,0,0,0,0,0,0,0,0,3601,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,919,BUDAUN,1470,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,920,BAREILLY,4641,0,0,0,0,0,0,0,0,0,0,0,3879,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,921,PILIBHIT,4023,0,0,0,0,0,0,0,0,0,0,0,3765,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,922,SHAHJAHANPUR,1862,0,0,0,0,0,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,923,KHERI,732,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,924,SITAPUR,361,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,925,HARDOI,803,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,926,UNNAO,105,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,927,LUCKNOW,550,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,928,RAE BARELI,2063,0,0,0,0,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,929,FARRUKHABAD,626,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,930,KANNAUJ,1277,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,931,ETAWAH,51,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,932,AURAIYA,434,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,933,KANPUR DEHAT,278,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,934,KANPUR NAGAR,776,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,935,JALAUN,2715,0,0,0,0,0,0,0,0,0,0,0,3104,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,936,JHANSI,883,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,937,LALITPUR,122,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,938,HAMIRPUR (U.P.),666,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,939,MAHOBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,940,BANDA,373,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,941,CHITRAKOOT,181,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,942,FATEHPUR,4430,0,0,0,0,0,0,0,0,0,0,0,4169,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,943,PRATAPGARH,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,944,KAUSHAMBI,261,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,945,ALLAHABAD,2302,0,0,0,0,0,0,0,0,0,0,0,2071,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,946,BARABANKI,2048,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,947,FAIZABAD,4770,0,0,0,0,0,0,0,0,0,0,0,3467,0,0,0,0,0,0,0,0,0,0,0
2013-14,4,9,Uttar Pradesh,948,AMBEDKAR NAGAR,330,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0
